Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
34,1,1,1,2,3,1,6,1,3,6376,1322,0.709,5192,0.628,0.207
54,1,2,1,2,1,1,6,1,4,6610,928,0.894,3328,0.683,0.14
59,2,1,1,1,2,1,5,1,2,4188,2200,0.867,4911,0.72,0.525
53,2,1,1,1,3,1,6,3,2,22140,733,0.987,1580,0.667,0.033
60,1,1,3,1,1,1,3,4,3,2882,2081,0.644,4933,0.661,0.722
46,2,0,3,2,4,2,6,3,2,30501,2030,0.56,2525,0.5,0.067
41,1,5,1,1,1,1,6,2,2,6936,0,0.883,2874,0.63,0
43,1,3,4,2,1,1,3,1,3,1438.3,0,0.83,4482,0.636,0
52,1,4,2,2,2,1,6,2,3,7469,2338,0.441,1212,0.32,0.313
26,1,2,2,2,2,1,5,0,3,5137,0,0.699,2496,0.581,0
41,1,2,4,2,1,1,2,1,3,4411,2517,0.988,803,0.875,0.571
56,2,3,1,2,4,1,2,2,3,4742,855,0.635,870,0.5,0.18
61,2,1,1,2,3,1,6,6,1,8851,0,0.731,1257,0.44,0
54,2,2,4,1,3,2,4,1,4,34516,2305,0.586,13756,0.71,0.067
45,2,2,4,1,3,1,6,1,3,31625,0,0.559,4503,0.674,0
60,1,0,1,1,1,1,4,2,2,3147,1602,0.569,1558,0.643,0.509
48,1,5,1,1,1,1,4,3,2,2860,2517,0.38,1544,0.364,0.88
45,1,2,3,2,2,1,6,1,3,2529,1654,0.528,3428,0.68,0.654
47,1,3,3,1,1,1,1,2,2,1438.3,0,0.749,2393,0.636,0
45,2,3,1,2,3,1,5,3,1,31743,1332,0.665,4293,0.622,0.042
52,2,2,2,2,5,1,4,2,4,34516,0,0.775,4037,0.706,0
47,1,3,3,2,2,1,6,2,2,16411,1179,0.849,3929,0.732,0.072
38,2,2,5,2,3,1,4,1,2,15410,0,0.638,3368,0.533,0
59,2,1,1,1,2,1,6,2,2,2300,1965,0.596,1693,0.688,0.854
40,1,2,1,2,1,1,4,3,2,2295,0,0.699,3292,0.824,0
40,1,3,2,2,1,1,5,1,3,1707,989,0.555,3935,0.52,0.579
59,1,1,1,2,1,1,5,3,2,4404,2272,0.809,15709,0.722,0.516
42,2,4,1,1,2,1,5,3,2,8374,0,0.885,4493,1.034,0
45,2,4,1,2,2,2,4,3,4,15578,0,0.716,4449,0.723,0
59,1,1,2,2,1,1,2,3,2,7484,1939,0.994,4923,0.333,0.259
40,1,3,3,1,1,1,1,1,1,8712,991,0.615,14512,0.769,0.114
36,1,1,1,1,1,1,4,2,3,1493,0,0.721,2516,0.575,0
58,1,1,3,1,1,1,3,3,3,2210,1624,0.627,1287,0.48,0.735
44,2,1,2,1,4,1,6,2,3,4969,1187,0.714,3878,0.783,0.239
41,2,1,1,2,3,1,5,1,3,21684,1748,0.715,1329,0.6,0.081
55,1,4,4,2,3,1,5,3,3,7790,753,0.968,4835,0.826,0.097
50,2,3,3,1,1,1,2,3,3,5128,0,0.704,7588,0.581,0
42,2,3,1,1,4,1,3,3,1,12294,2517,0.775,7906,0.611,0.205
57,1,3,2,2,2,1,1,4,2,8389,1960,0.384,1334,0.407,0.234
46,1,5,2,2,1,1,6,3,3,1787,1324,0.684,4084,1.026,0.741
47,2,1,2,1,4,1,3,2,2,3394,0,0.454,3115,0.816,0
46,1,2,1,1,1,1,4,3,0,2888,2245,0.772,1111,0.368,0.777
50,1,2,2,1,1,1,5,1,2,9355,1626,0.701,1230,0.867,0.174
45,1,4,3,1,1,1,6,1,4,2051,0,0.989,4355,0.977,0
29,2,1,3,1,2,1,1,3,1,8147,1750,0.751,14912,0.869,0.215
47,1,3,1,3,1,1,5,1,2,3027,1671,0.934,3912,0.925,0.552
44,2,1,2,2,3,1,6,1,2,8315,1008,0.718,4088,0.61,0.121
57,2,1,1,1,4,1,4,1,3,9037,1544,0.321,1627,0.5,0.171
64,2,0,4,1,1,1,5,3,4,2492,1424,0.485,1375,0.364,0.571
52,2,4,1,2,2,1,3,3,2,13090,0,0.75,3851,1,0
47,1,4,1,2,2,1,6,1,3,2636,1589,0.864,3858,0.522,0.603
51,1,2,3,2,1,1,5,1,0,1757,0,0.533,4550,0.547,0
39,1,4,3,2,2,1,4,2,2,10264,803,0.802,4003,0.721,0.078
50,1,1,6,1,2,1,3,3,1,2492,1410,0.835,4374,0.974,0.566
42,2,1,1,1,4,1,6,2,3,17165,1153,0.578,4063,0.676,0.067
34,1,2,5,2,1,1,2,3,3,2509,1897,0.938,4837,0.542,0.756
52,1,2,2,2,2,1,2,3,3,9017,2359,0.895,4552,0.8,0.262
37,1,3,2,2,2,1,4,1,3,2179,0,0.725,2568,0.297,0
52,1,3,3,1,1,1,6,3,2,2280,1170,0.603,1924,0.667,0.513
43,1,4,2,1,1,1,3,3,3,2786,1793,0.803,3646,0.659,0.644
53,1,1,4,1,2,1,3,2,1,4941,1867,0.73,5104,0.851,0.378
58,2,1,1,1,3,1,4,3,1,12421,2517,0.73,1913,0.69,0.203
55,1,2,3,1,1,1,5,2,3,1669,1000,0.717,4085,0.971,0.599
41,2,0,4,1,2,1,3,2,2,6991,1384,0.66,14994,0.733,0.198
35,2,3,2,2,3,1,4,2,2,11521,1147,1.023,2260,1.125,0.1
41,1,2,4,3,1,1,3,3,4,1569,257,0.408,2288,0.667,0.164
43,1,1,1,2,1,1,2,3,2,2886,0,0.587,2326,0.429,0
43,2,2,3,2,4,2,4,3,3,27781,0,1,3184,0.743,0
44,1,1,4,2,1,1,3,3,3,3517,0,0.634,2403,0.548,0
55,1,1,1,1,2,1,5,4,4,4589,1622,0.425,1569,0.269,0.353
45,1,4,3,1,2,1,4,2,1,3241,0,0.629,4992,0.739,0
47,1,1,3,1,1,1,6,3,3,2245,1503,0.754,3344,0.543,0.669
57,2,2,2,2,3,1,6,3,0,8026,2202,0.586,4072,0.6,0.274
45,2,0,3,1,3,1,4,3,2,9654,2035,0.648,4221,0.634,0.211
46,1,4,2,1,1,1,6,3,1,1438.3,0,0.921,4200,0.536,0
51,1,4,2,2,1,1,2,4,3,3068,2071,0.854,5524,0.972,0.675
65,2,1,3,2,1,1,3,4,4,2351,0,0.881,1593,0.591,0
51,2,3,3,1,3,1,3,4,5,13933,1019,0.875,3504,0.771,0.073
33,2,3,1,3,4,1,6,3,3,24149,1848,0.731,2584,0.833,0.077
57,1,3,1,2,2,1,2,2,2,2791,1550,0.672,5440,0.66,0.555
44,2,3,2,2,5,2,2,3,1,34516,2123,0.801,14242,0.551,0.062
29,2,1,5,1,1,1,4,3,2,2963,1466,1.378,2523,0.846,0.495
47,2,4,1,1,3,1,6,3,3,18178,0,0.922,1837,0.682,0
54,1,2,2,2,2,1,1,2,2,2205,1313,0.929,4904,0.673,0.595
53,1,1,1,2,1,1,6,4,4,2266,0,0.565,3634,0.65,0
50,2,2,3,1,2,1,3,1,3,5426,1478,0.664,1266,0.571,0.272
44,2,4,3,2,2,1,4,3,3,1714,0,0.849,4180,0.919,0
56,1,2,3,2,2,1,5,3,4,2500,1298,0.626,3673,0.565,0.519
45,1,2,1,1,1,1,5,3,1,5371,1499,0.737,3282,0.65,0.279
51,2,4,3,2,3,2,4,1,4,34516,1515,0.592,1293,0.6,0.044
56,1,1,4,2,1,1,4,2,2,2783,1763,0.344,3967,0.4,0.633
47,1,2,3,2,2,1,1,3,3,1811,0,0.61,5390,0.776,0
57,2,0,1,1,3,1,4,6,4,2564,2379,0.358,1343,0.296,0.928
49,2,4,3,1,4,1,5,3,2,12994,904,0.627,3734,0.85,0.07
37,2,3,2,2,3,1,4,2,4,5699,1006,0.734,2835,0.9,0.177
39,2,1,1,1,5,1,6,3,2,5764,1529,1.356,1972,0.52,0.265
57,1,2,3,2,1,1,5,0,3,2475,0,0.823,2574,0.654,0
44,1,2,2,2,2,1,6,2,1,4559,1680,0.628,4934,0.949,0.369
36,1,3,2,2,1,1,4,2,3,2909,2085,1.035,5154,0.86,0.717
48,1,1,1,1,2,1,4,4,1,7268,0,0.691,4199,0.905,0
45,1,5,3,1,1,1,1,2,3,2699,1583,0.648,4071,0.829,0.587
46,2,3,4,2,5,1,5,1,2,27378,1893,0.432,3934,0.592,0.069
60,2,1,2,1,1,2,2,2,3,13399,1456,0.856,16493,0.649,0.109
49,2,4,1,2,3,1,1,2,2,20701,2517,1.023,14374,0.823,0.122
48,2,4,2,1,4,1,5,4,3,3879,1214,0.924,5158,0.681,0.313
56,1,2,1,1,2,1,2,1,2,8204,1375,0.915,4727,0.949,0.168
50,1,3,3,1,2,1,4,4,1,11486,0,0.383,4918,0.549,0
32,2,0,3,1,1,2,2,2,3,11511,0,0.867,14436,0.64,0
52,1,3,3,2,1,1,3,3,2,2300,1598,0.813,4287,0.714,0.695
43,1,4,3,1,1,1,2,1,1,9684,2475,0.697,1400,2.1,0.256
42,1,4,3,2,1,2,6,3,2,13719,1384,1.201,3774,0.658,0.101
40,1,4,1,2,1,1,4,2,3,1438.3,0,0.695,2502,0.452,0
35,2,4,1,1,5,1,4,3,4,34516,1018,1.129,2350,0.774,0.029
47,2,4,4,1,4,1,4,2,3,6623,1823,0.811,2293,0.567,0.275
49,1,4,3,2,1,1,4,2,2,2659,0,0.84,4546,0.884,0
49,2,4,3,1,3,1,2,3,3,12174,1361,1.048,14743,0.729,0.112
45,2,3,3,1,1,1,3,3,4,8580,1636,0.393,1880,0.233,0.191
43,1,5,1,1,1,3,2,2,1,15987,1372,0.649,15058,0.912,0.086
53,1,1,3,2,2,2,3,3,2,15845,1675,0.514,4037,0.447,0.106
43,1,2,2,1,2,1,2,3,3,2679,1694,0.603,4640,0.809,0.632
57,2,3,1,1,3,1,6,2,3,5516,2517,0.473,1532,0.5,0.456
60,1,0,4,1,1,1,5,3,3,1634,1155,0.874,4522,0.766,0.707
51,2,3,3,2,3,1,3,3,3,25670,0,0.952,2709,0.645,0
65,1,0,3,2,1,1,5,2,1,6352,1386,0.5,3709,0.604,0.218
56,2,1,6,1,4,1,5,2,4,5248,1816,0.696,2305,0.731,0.346
53,2,1,3,1,3,1,4,2,3,13457,1248,0.512,1548,0.519,0.093
36,1,4,3,2,2,2,3,1,2,34516,907,0.572,2298,0.719,0.026
39,1,3,2,2,1,1,2,1,2,1621,0,0.779,7400,0.686,0
43,2,2,4,3,5,1,4,1,2,34516,0,0.536,1370,0.357,0
55,1,1,3,1,1,1,3,1,0,2677,1555,0.639,4757,0.688,0.581
45,1,2,2,2,2,1,4,3,2,3024,1835,0.793,14220,0.662,0.607
43,1,4,1,2,1,1,5,4,1,8919,2231,0.562,3923,1.028,0.25
51,1,2,6,1,1,4,3,2,3,15987,193,0.435,2021,0.394,0.012
55,1,1,2,2,1,1,4,3,3,2376,1969,0.788,4301,1.026,0.829
40,2,3,5,1,5,1,4,2,4,7464,2517,0.9,4348,0.879,0.337
42,1,4,4,2,1,1,2,3,2,4150,2517,0.619,4620,1.171,0.607
33,2,2,2,1,5,1,3,3,5,16127,0,0.769,7729,1,0
48,1,2,1,1,2,1,3,2,4,5104,736,0.679,3943,0.696,0.144
31,2,1,3,1,2,1,1,3,3,5590,875,0.86,14643,0.764,0.157
49,1,2,3,2,1,1,6,3,2,1991,0,0.954,4527,0.61,0
62,2,1,1,2,4,1,3,1,2,2796,0,0.563,4820,0.644,0
55,1,1,1,2,3,1,1,4,3,2721,0,0.508,5443,0.973,0
50,1,2,4,1,1,1,3,2,4,8416,1549,0.643,13988,0.771,0.184
47,1,3,6,1,3,1,1,3,2,4072,1594,0.678,4317,0.886,0.391
42,1,2,3,2,1,1,6,1,4,2677,2517,0.609,3911,0.81,0.94
47,2,3,2,1,5,1,3,2,2,11629,802,0.912,3752,0.902,0.069
44,1,2,1,2,1,1,6,3,1,2240,1664,0.691,4399,0.6,0.743
46,1,2,2,2,2,1,4,2,4,3126,2517,1.235,1638,0.519,0.805
31,1,1,4,3,2,1,4,6,3,3647,1480,0.76,2271,0.364,0.406
45,2,4,1,1,4,1,1,5,1,8670,1930,0.933,13767,0.655,0.223
43,2,3,1,2,2,1,5,3,5,8513,1042,0.702,2015,0.682,0.122
36,2,2,4,2,4,1,5,3,2,1438.3,0,0.579,2882,0.619,0
45,1,4,4,2,2,3,1,2,1,23051,1836,0.743,14393,0.814,0.08
53,2,1,2,2,5,1,6,2,3,10001,0,0.676,4167,0.644,0
41,2,4,1,2,5,1,5,3,3,34516,825,0.982,3127,0.962,0.024
44,2,3,2,2,4,1,4,3,1,12756,837,1.932,1413,1.8,0.066
47,1,5,6,2,2,1,4,1,4,26923,2461,0.602,13643,0.918,0.091
46,1,2,5,1,1,1,5,1,1,5014,1910,0.863,1209,1.5,0.381
44,2,2,3,1,4,1,5,3,3,22075,1506,0.794,2337,0.818,0.068
57,1,3,3,3,3,1,3,4,1,2312,1789,0.867,5104,0.783,0.774
26,2,0,1,1,1,1,5,2,4,9916,0,0.793,3477,0.667,0
59,1,1,1,2,3,1,3,4,6,8708,1091,0.904,2508,0.885,0.125
58,1,4,3,1,1,1,2,3,3,2536,0,0.917,901,0.522,0
41,2,2,4,2,5,1,6,3,2,5489,1513,0.87,4085,0.548,0.276
43,2,3,2,1,5,1,4,3,2,24868,794,0.649,2510,0.231,0.032
44,2,2,2,1,5,1,2,1,3,6176,905,0.805,15102,0.792,0.147
48,1,4,1,1,1,1,4,6,0,1930,0,0.815,5033,0.582,0
50,2,1,1,1,5,1,4,5,3,20958,0,0.769,4425,0.696,0
38,2,3,3,1,3,1,2,2,1,3224,0,0.761,3738,0.658,0
61,2,0,3,2,3,1,4,2,1,19354,984,0.956,1207,0.684,0.051
27,1,1,2,2,1,1,4,1,3,4255,1748,0.516,2236,0.541,0.411
63,2,0,4,2,4,1,4,2,1,2706,889,0.73,5047,0.882,0.329
48,1,3,6,1,2,1,4,3,3,2021,1186,0.616,4633,0.574,0.587
38,2,1,1,1,4,1,6,3,4,2507,1544,0.906,1999,0.789,0.616
60,1,1,1,2,1,1,4,1,0,2346,2150,0.666,4592,0.8,0.916
45,2,5,6,1,3,1,2,2,2,2226,1229,0.784,4928,0.638,0.552
31,2,0,5,1,1,1,1,2,2,3768,0,0.799,6639,1.152,0
39,2,4,1,1,1,1,4,1,4,2973,2360,1.257,2593,0.781,0.794
45,1,5,2,1,1,1,2,2,2,5465,1967,0.644,14192,0.667,0.36
51,1,2,3,1,1,1,1,2,3,7098,1829,0.557,13139,0.789,0.258
43,2,3,6,1,3,1,4,2,2,3676,673,0.629,14651,0.78,0.183
61,2,0,5,2,4,1,6,2,3,11236,576,0.637,4253,0.6,0.051
54,1,4,2,2,2,1,3,3,4,1438.3,0,0.641,2092,0.68,0
29,2,0,4,3,3,1,6,3,3,3544,0,0.718,2435,1.032,0
61,2,1,1,1,4,1,1,1,2,6157,581,0.583,4041,0.548,0.094
47,1,2,1,1,2,1,5,2,2,2035,1620,0.838,4130,0.721,0.796
34,1,2,1,2,1,1,4,1,1,1901,1176,0.612,2450,0.857,0.619
51,2,3,3,2,4,1,2,4,1,1922,1124,0.766,8049,0.434,0.585
41,2,4,3,2,2,1,4,3,4,3636,1884,0.924,4254,0.491,0.518
53,1,2,4,1,1,1,3,3,3,1473,0,0.92,2836,0.6,0
48,2,2,2,1,2,1,3,2,1,6168,2371,0.668,4303,0.509,0.384
36,1,2,3,2,2,1,3,1,0,1954,1179,0.867,3896,0.718,0.603
37,1,2,3,2,1,1,1,1,1,3967,1476,0.626,4490,0.833,0.372
52,2,1,1,1,3,1,3,1,4,3710,2517,1.541,1578,0.7,0.678
47,1,3,2,1,1,1,5,3,3,2822,0,0.681,5064,0.85,0
42,1,4,1,1,2,1,1,2,3,2647,1245,0.712,4911,0.864,0.47
56,1,2,4,1,1,1,5,3,3,3119,1778,1.01,4168,0.853,0.57
29,2,0,1,1,1,1,6,2,4,2827,1430,0.885,1608,1.308,0.506
51,1,3,4,1,2,1,2,3,3,4762,0,0.526,2811,0.3,0
30,2,0,1,2,1,2,4,3,3,12833,0,0.853,9619,0.786,0
46,2,3,1,2,3,1,4,1,2,8101,1266,0.615,3226,0.71,0.156
36,1,0,3,3,1,1,3,2,3,3687,1655,0.742,2448,0.5,0.449
43,1,2,1,1,2,1,4,2,4,21961,0,0.653,2237,0.393,0
37,1,1,2,1,1,1,3,5,0,3003,1810,0.719,3148,0.789,0.603
42,2,5,1,1,4,1,3,2,3,11880,2025,0.835,1789,1.471,0.17
33,1,0,3,2,2,1,3,2,6,1438.3,0,0.835,2527,0.69,0
40,2,3,2,2,3,1,2,3,2,4620,0,0.654,6644,0.694,0
42,1,2,1,2,1,1,5,3,3,2265,0,0.603,3826,0.543,0
64,2,0,4,2,1,2,5,4,4,12155,0,0.446,4618,0.875,0
45,2,1,1,1,1,1,4,3,4,2009,1795,0.645,3172,0.719,0.893
46,2,1,2,1,5,1,4,3,3,9880,1792,0.804,4609,0.951,0.181
45,1,5,3,2,1,1,3,3,0,2859,1776,0.79,4440,0.756,0.621
35,2,4,1,2,4,1,3,3,3,8717,719,0.556,2067,0.595,0.082
38,1,3,3,1,2,1,3,3,2,5576,0,0.686,4322,0.809,0
35,2,2,3,2,4,1,6,3,2,18278,0,0.798,2084,1.103,0
29,1,0,5,2,2,3,4,1,4,34516,1452,0.887,2336,1.13,0.042
61,1,1,3,1,1,1,3,2,4,6859,2489,0.65,1617,1,0.363
37,2,1,1,2,3,1,6,3,4,11309,0,0.474,4809,0.479,0
45,1,3,3,1,1,1,4,3,3,5941,0,0.522,2196,0.233,0
47,1,2,1,1,1,1,2,2,2,2234,2024,0.717,2313,0.321,0.906
43,1,2,3,2,2,1,6,3,2,2162,1377,0.6,1555,0.706,0.637
65,1,1,4,2,1,1,5,1,2,5018,1131,0.624,4028,0.8,0.225
50,2,1,5,1,3,1,2,3,4,2673,0,1.043,4929,0.459,0
45,1,4,2,2,2,1,3,4,2,8795,2517,0.625,4552,0.588,0.286
49,2,3,4,1,5,1,5,3,3,4781,0,0.788,2451,0.667,0
48,1,3,2,1,2,2,4,2,3,32611,1718,0.971,3916,0.605,0.053
38,1,1,1,1,1,1,3,3,4,1438.3,0,0.508,2139,0.567,0
38,1,3,1,1,1,1,5,4,3,1757,1352,0.879,4121,0.421,0.769
44,1,2,3,1,2,2,4,3,2,32643,0,1.3,1058,2.429,0
52,2,1,1,2,3,1,3,3,1,34516,0,0.551,1737,0.9,0
53,2,3,1,1,4,1,4,3,2,3539,2517,0.569,1677,0.5,0.711
49,2,2,3,1,3,1,2,3,1,15894,1293,0.693,14256,0.735,0.081
44,1,3,3,1,1,1,3,4,6,2279,1837,0.853,2789,0.677,0.806
42,1,1,1,1,1,1,2,3,2,1438.3,0,0.665,4511,0.767,0
45,1,4,1,2,1,1,3,1,3,3562,2107,0.394,4490,0.667,0.592
37,2,2,3,2,2,1,2,2,3,1649,0,0.864,2574,0.7,0
51,1,2,1,2,2,1,3,1,4,1495,0,0.528,2220,0.562,0
41,2,3,5,1,4,1,4,2,2,2624,1319,0.768,4189,0.609,0.503
39,2,2,2,1,4,1,3,2,2,1715,0,0.896,5910,0.517,0
43,2,2,5,1,4,1,1,1,3,13553,1448,0.925,8751,0.808,0.107
55,1,1,1,1,1,1,3,3,3,1606,0,0.855,4548,0.652,0
58,2,0,1,3,2,1,4,2,2,9097,1656,0.813,4174,0.7,0.182
36,1,3,2,1,1,1,3,3,3,2977,1340,0.507,2201,0.345,0.45
36,1,1,3,2,1,1,3,2,1,1937,733,0.826,4547,0.973,0.378
44,1,4,2,2,2,1,3,2,2,2055,0,0.975,7674,0.633,0
27,1,1,4,3,1,1,5,3,2,2166,890,1.024,3563,0.892,0.411
39,1,5,1,1,1,1,3,3,3,3664,0,0.419,1479,0.913,0
54,1,2,1,1,2,1,3,4,2,1606,0,0.763,2258,0.609,0
55,2,2,1,1,5,1,3,2,0,10916,1536,1.317,1592,1,0.141
47,1,4,5,2,2,1,6,1,0,3054,1862,0.589,3543,0.812,0.61
47,1,2,1,1,1,1,5,2,2,3156,1644,1.052,1151,1.385,0.521
40,1,4,3,2,1,1,5,2,1,4212,2517,0.718,2725,0.519,0.598
50,1,0,1,1,1,1,2,3,1,4935,1574,1.01,8527,0.5,0.319
55,2,1,1,2,3,1,4,3,2,2663,1784,0.785,4317,0.929,0.67
38,1,2,2,2,2,1,5,3,2,3276,2331,0.567,4345,0.511,0.712
61,1,1,4,2,3,1,4,4,1,6673,2458,0.625,4141,0.547,0.368
53,1,3,4,2,1,1,6,3,1,3998,0,0.638,4223,0.717,0
41,2,4,2,2,4,1,6,1,4,4475,0,0.706,3367,0.737,0
47,1,4,3,2,1,1,3,3,2,2492,1560,0.573,1126,0.353,0.626
46,2,4,2,3,2,2,2,2,3,15034,1356,0.754,7737,0.75,0.09
33,1,1,1,1,1,1,3,1,3,3315,1243,0.709,4006,0.548,0.375
30,2,0,1,1,4,1,3,5,3,18513,2517,0.524,1567,0.941,0.136
45,1,4,6,1,1,1,5,1,2,3240,1775,0.754,4200,0.675,0.548
37,1,2,1,2,2,1,4,3,1,3375,1730,0.514,4341,0.684,0.513
32,1,2,5,2,1,1,3,3,2,2973,2446,0.612,3769,0.95,0.823
55,2,2,5,2,4,1,3,3,1,22127,1799,0.758,3591,0.75,0.081
56,1,0,5,1,1,1,4,2,3,3617,878,0.777,5416,0.9,0.243
36,2,3,4,1,5,1,3,2,3,17116,939,1.575,2547,0.731,0.055
43,2,2,2,1,3,2,3,1,3,34516,1987,0.673,16177,0.848,0.058
44,2,4,2,1,5,1,4,3,3,34516,0,1.043,5425,0.875,0
48,2,3,3,1,4,1,2,2,1,9405,0,1.033,4801,0.382,0
40,2,4,3,1,5,1,4,2,2,16634,1946,0.926,3455,1,0.117
43,2,3,1,1,3,1,2,1,2,4196,1331,0.537,14545,0.841,0.317
41,1,5,3,2,2,1,4,3,4,2264,928,0.662,4150,0.844,0.41
53,2,3,6,1,2,1,5,3,2,3789,1706,1.047,1609,0.68,0.45
51,1,3,3,1,1,1,3,3,0,8148,701,0.819,4124,0.891,0.086
51,2,3,5,1,3,2,6,2,2,34516,989,1.021,4810,0.341,0.029
55,1,0,1,1,1,1,6,2,4,3615,1699,0.576,1967,0.538,0.47
47,2,3,2,2,4,1,5,3,3,18123,1775,0.593,4259,0.86,0.098
47,1,3,3,1,1,1,2,2,3,2814,1595,0.658,4766,0.582,0.567
42,1,2,3,1,1,1,6,2,3,2552,2220,0.782,4437,1.033,0.87
51,1,2,1,2,3,1,3,3,1,8365,1504,0.679,4778,0.956,0.18
45,2,5,6,1,5,2,6,1,4,34516,2038,1.007,4067,1.206,0.059
43,1,4,3,1,1,1,6,2,3,2895,0,0.663,2473,0.273,0
42,2,4,3,1,2,1,2,3,5,1606,0,0.87,2628,0.64,0
52,1,2,1,1,1,1,5,3,4,2160,0,0.645,2360,0.647,0
45,1,3,1,2,3,1,1,2,2,4348,1830,1.036,4293,0.692,0.421
32,1,1,2,1,2,1,3,2,3,3413,2517,0.984,4355,0.919,0.737
55,2,1,4,2,3,1,2,2,3,24884,0,0.072,5107,0.293,0
49,2,2,3,1,3,1,2,1,3,3090,0,0.769,14198,0.804,0
52,1,1,3,1,2,1,5,1,1,1611,938,0.601,4087,0.911,0.582
45,1,4,4,3,2,1,5,3,3,1438.3,0,0.835,4459,0.833,0
59,1,1,4,1,1,1,6,5,4,4072,0,0.464,1966,1.15,0
44,1,3,3,2,1,1,5,3,5,3075,2517,0.922,3534,0.71,0.819
42,2,4,1,2,3,2,2,1,3,34516,2273,0.86,8502,0.717,0.066
55,1,1,3,2,1,1,3,4,3,3292,0,0.482,2222,0.636,0
44,2,5,2,1,4,1,5,3,2,2791,1979,0.807,4617,0.628,0.709
44,2,4,1,1,2,1,5,2,3,5452,2091,0.813,1347,0.5,0.384
46,1,5,1,3,1,1,3,3,3,1592,925,0.804,4615,0.667,0.581
57,2,3,2,2,5,2,1,2,1,34516,2517,0.693,8596,0.672,0.073
49,1,3,1,1,1,1,4,2,1,6184,0,0.476,1756,0.324,0
40,1,3,2,3,2,1,4,1,4,4464,1418,0.92,3870,0.46,0.318
46,1,2,4,2,1,1,6,1,4,1996,1544,0.919,3760,0.683,0.774
64,2,0,1,2,1,1,5,4,1,1873,468,1.154,4738,0.608,0.25
39,2,3,2,2,4,1,6,1,4,24534,1475,0.528,3505,0.935,0.06
53,2,2,1,2,3,1,5,3,2,5272,1515,0.857,1289,0.435,0.287
51,1,4,3,2,1,1,3,2,2,5139,1799,0.94,7548,0.618,0.35
42,1,4,3,1,1,1,2,1,3,6551,1718,1.207,13363,0.623,0.262
44,1,2,1,1,1,1,5,1,0,6861,2101,0.464,3974,0.909,0.306
49,2,3,3,1,5,1,6,3,3,7753,1643,0.798,3367,0.806,0.212
44,1,3,2,2,1,1,2,1,1,2085,1528,0.664,3805,0.795,0.733
46,1,2,2,1,3,1,4,1,3,7966,1423,0.987,3780,0.923,0.179
43,2,2,2,3,3,1,6,2,4,34516,1075,0.727,3015,0.477,0.031
29,1,1,1,1,2,1,3,3,4,1709,1465,0.558,1757,0.548,0.857
36,2,3,3,1,4,1,6,3,4,2224,1772,0.81,2004,0.419,0.797
49,1,3,1,2,1,1,5,3,3,2188,1067,0.618,4537,0.435,0.488
44,2,3,1,2,4,1,5,2,3,1682,930,0.903,3309,1.03,0.553
44,1,4,3,2,1,2,2,3,3,13067,1943,0.85,15172,1.034,0.149
46,1,1,1,2,2,1,4,2,2,3569,0,0.706,4186,0.636,0
49,1,1,4,1,1,1,4,3,2,1438.3,786,0.609,4094,0.561,0.546
55,1,2,1,2,1,1,1,3,1,1745,1168,0.701,4562,0.634,0.669
42,1,4,4,3,2,1,4,3,2,3734,2517,0.724,4792,0.74,0.674
54,1,4,2,1,1,1,3,5,3,1594,1411,0.817,1459,1.188,0.885
44,2,4,1,2,4,1,2,2,1,2758,461,0.58,4244,0.778,0.167
42,1,2,2,1,2,1,5,3,2,1898,725,0.664,5051,1.065,0.382
43,1,4,3,2,1,1,5,2,4,1438.3,0,0.679,3932,0.771,0
47,2,4,2,1,4,1,5,2,3,4592,1635,0.952,1772,0.486,0.356
39,1,2,2,1,2,1,6,1,1,9173,2047,1.419,1807,0.737,0.223
40,1,4,3,1,2,1,3,3,1,2887,0,0.581,3941,1.158,0
62,1,0,1,2,3,1,5,2,4,2870,2284,0.661,3946,0.574,0.796
51,1,2,3,2,1,1,3,6,1,3250,0,0.601,4752,0.75,0
45,1,3,1,1,2,1,3,6,1,4195,2440,0.889,4430,0.714,0.582
42,2,3,1,1,1,1,2,3,3,6967,1767,0.54,1919,0.52,0.254
55,2,3,1,1,2,1,3,3,3,2205,1337,0.65,1591,0.727,0.606
44,1,4,3,2,2,1,1,3,3,3657,0,0.785,14802,0.667,0
42,2,0,2,2,4,1,4,3,6,15699,0,0.569,1793,0.6,0
31,2,1,4,1,3,1,4,1,0,25215,1445,1.033,2588,1,0.057
43,1,3,4,1,2,1,3,3,3,21922,1467,0.696,7409,0.679,0.067
38,1,1,6,1,1,1,6,1,1,1438.3,0,0.813,4475,0.644,0
34,1,4,3,2,2,1,6,3,2,9005,1994,0.919,5223,0.712,0.221
64,1,1,1,2,1,1,4,1,1,6723,968,0.832,3838,0.811,0.144
65,2,2,1,1,2,1,3,2,2,6099,2175,0.582,1319,0.545,0.357
45,1,3,2,2,1,1,3,2,2,2589,2052,0.636,4133,0.789,0.793
45,1,5,3,1,1,1,3,1,3,1830,650,0.724,4838,0.972,0.355
47,2,3,1,2,5,1,3,2,3,9397,795,0.749,5265,0.581,0.085
